timestamp,ret,side
2016-09-03 19:25:00,0.011371942409356128,1.0
2016-09-03 19:40:00,0.007596894013244038,1.0
2016-09-11 19:20:00,-0.033881302181088535,-1.0
2016-09-11 19:30:00,0.009345168313515284,1.0
2016-09-11 19:35:00,-0.0005452923097258866,-1.0
2016-09-11 20:10:00,0.00842276638867645,1.0
2016-09-21 00:00:00,0.00999093259898598,1.0
2016-09-21 00:05:00,-0.001645912650251935,-1.0
2016-10-11 04:15:00,-0.007224430563442574,-1.0
2016-10-22 16:20:00,0.006215862758673696,1.0
2016-10-27 01:10:00,0.00585018254328995,1.0
2016-10-29 15:45:00,0.0063904927406246426,1.0
2016-10-29 21:25:00,0.006626336522228549,1.0
2016-10-30 01:40:00,-0.009225488092683864,-1.0
2016-10-30 02:05:00,0.008073735352958078,1.0
2016-10-30 20:20:00,-0.0075271260580582755,-1.0
2016-10-31 01:45:00,0.00937775168770183,1.0
2016-10-31 02:45:00,0.0011635089130528353,1.0
2016-11-01 15:25:00,0.0063917611165564825,1.0
2016-11-01 16:40:00,-9.602194787383667e-05,-1.0
2016-11-03 07:45:00,0.006742282763923857,1.0
2016-11-03 15:25:00,-0.009401327902694878,-1.0
2016-11-03 15:40:00,-0.0011101430538770218,-1.0
2016-11-03 15:55:00,-0.011831690043049514,-1.0
2016-11-03 16:45:00,-0.007321734731161711,-1.0
2016-11-03 18:10:00,-0.012434235114854975,-1.0
2016-11-03 18:35:00,0.017452438829129058,1.0
2016-11-03 18:40:00,0.015003971639551583,1.0
2016-11-03 18:45:00,0.014463348888438032,1.0
2016-11-03 19:00:00,0.015722460658083026,1.0
2016-11-03 19:40:00,-0.018210530808519088,-1.0
2016-11-03 20:00:00,-0.016831222974971527,-1.0
2016-11-03 20:10:00,-0.017945069019496218,-1.0
2016-11-03 20:55:00,0.008500216107189207,1.0
2016-11-03 21:35:00,0.008448173426654382,1.0
2016-11-03 22:00:00,-0.009584434992527813,-1.0
2016-11-03 22:20:00,-0.00878408941677744,-1.0
2016-11-03 22:45:00,0.014720819655238415,1.0
2016-11-03 23:05:00,0.009690850270560603,1.0
2016-11-04 00:25:00,0.009324846621359573,1.0
2016-11-04 01:25:00,0.00136559552767479,1.0
2016-11-04 14:30:00,-0.011333839606826102,-1.0
2016-11-04 15:30:00,0.008202898550724536,1.0
2016-11-04 16:00:00,-0.007067845594757816,-1.0
2016-11-04 19:35:00,0.001850921873878919,1.0
2016-11-09 03:15:00,0.009880066964898404,1.0
2016-11-09 04:35:00,0.007264945615135243,1.0
2016-11-09 05:25:00,0.007204630391667299,1.0
2016-11-09 06:25:00,-0.006500013541694938,-1.0
2016-11-09 07:45:00,-0.004525130636211849,-1.0
2016-11-09 12:50:00,-0.004206416847661765,-1.0
2016-11-13 16:25:00,-0.0005845451953235825,-1.0
2016-11-16 12:45:00,-0.017308056359358504,-1.0
2016-11-16 13:25:00,-0.0037382409727643173,-1.0
2016-11-16 13:35:00,-0.01466999294972604,-1.0
2016-11-16 14:20:00,0.005104989404739024,1.0
2016-11-16 18:25:00,0.008583574036732156,1.0
2016-11-17 13:05:00,-0.005842245989304828,-1.0
2016-11-20 13:40:00,0.008885133753969043,1.0
2016-11-20 18:20:00,-0.009681440443213285,-1.0
2016-11-20 18:45:00,0.006964937553320949,1.0
2016-11-20 19:25:00,0.0008954524790256713,1.0
2016-11-21 00:05:00,-0.0006139321673170883,-1.0
2016-12-13 03:40:00,0.006857437483887674,1.0
2016-12-22 11:05:00,-0.01231269601579743,-1.0
2016-12-22 11:10:00,0.012701399506056754,1.0
2016-12-22 11:45:00,0.005181528143266334,1.0
2016-12-23 01:30:00,0.01012499999999994,1.0
2016-12-23 01:50:00,0.01246470396328081,1.0
2016-12-23 02:40:00,0.010089786756453334,1.0
2016-12-23 03:30:00,0.012455693952154956,1.0
2016-12-23 03:55:00,-0.018590869183494396,-1.0
2016-12-23 05:40:00,0.008565500560308026,1.0
2016-12-23 06:10:00,0.00550710826952705,1.0
2016-12-23 07:35:00,-0.006127949832224089,-1.0
2016-12-23 16:00:00,0.012572632437391817,1.0
2016-12-23 16:55:00,0.010261162404366697,1.0
2016-12-23 17:05:00,-0.0030537937514681923,-1.0
2016-12-23 21:15:00,0.013011111111111084,1.0
2016-12-24 02:10:00,0.0066269784291852485,1.0
2016-12-24 08:35:00,0.011072625698324012,1.0
2016-12-24 09:10:00,-0.007934490722834253,-1.0
2016-12-24 16:20:00,0.004917849558511156,1.0
2016-12-24 22:00:00,0.00896658422829777,1.0
2016-12-24 22:35:00,-0.007745613054655265,-1.0
2016-12-25 02:40:00,-0.006259959025722739,-1.0
2016-12-25 04:15:00,-0.008200524276799515,-1.0
2016-12-25 05:00:00,0.007724589559121808,1.0
2016-12-25 05:30:00,-0.008695255786390743,-1.0
2016-12-25 09:40:00,0.012083103597949396,1.0
2016-12-25 10:35:00,-0.0085310583844308,-1.0
2016-12-25 16:05:00,-0.006716077537058163,-1.0
2016-12-25 21:25:00,0.007064709130037983,1.0
2016-12-26 03:10:00,0.003544755322706372,1.0
2016-12-27 12:45:00,0.0070679039111958275,1.0
2016-12-27 16:20:00,0.006327002743853116,1.0
2016-12-28 02:20:00,-0.010300320030519394,-1.0
2016-12-28 03:30:00,-0.010251164178468275,-1.0
2016-12-28 03:40:00,0.010055877951357095,1.0
2016-12-28 03:50:00,0.004412940361349538,1.0
2016-12-28 04:25:00,0.007716165312671164,1.0
2016-12-28 13:55:00,-0.012243117789385138,-1.0
2016-12-28 15:35:00,0.0026387720773759504,1.0
2016-12-28 21:05:00,-0.007016460905349797,-1.0
2016-12-29 02:45:00,-0.004448535051388314,-1.0
2016-12-29 18:45:00,-0.005427718798415415,-1.0
2016-12-29 23:05:00,-0.0062359613944759085,-1.0
2016-12-30 03:40:00,-0.007218674805470671,-1.0
2016-12-30 10:30:00,0.006715545638082965,1.0
2016-12-30 13:45:00,-0.000606168284857378,-1.0
2016-12-31 07:00:00,0.003372751499000737,1.0
2017-01-02 13:25:00,0.009715013026271313,1.0
2017-01-02 13:40:00,0.0077985345826703245,1.0
2017-01-02 17:45:00,-0.006277009718610005,-1.0
2017-01-02 19:10:00,-0.0079499389979929,-1.0
2017-01-02 19:40:00,-0.0072102987265442176,-1.0
2017-01-02 20:05:00,0.012544514415628871,1.0
2017-01-02 20:15:00,0.010754185775823322,1.0
2017-01-02 20:45:00,0.009205824416222086,1.0
2017-01-02 22:40:00,-0.005620236775769283,-1.0
2017-01-03 00:00:00,0.00948191302797019,1.0
2017-01-03 00:35:00,-0.0019607843137254832,-1.0
2017-01-03 06:50:00,0.006400948288635355,1.0
2017-01-03 07:50:00,-0.005290382104963576,-1.0
2017-01-03 11:25:00,-0.003460784313725429,-1.0
2017-01-03 19:40:00,0.008677217374155832,1.0
2017-01-03 23:50:00,0.008690557562738066,1.0
2017-01-04 00:15:00,0.00645692158760891,1.0
2017-01-04 12:20:00,-0.011732191229226085,-1.0
2017-01-04 14:05:00,0.007445133808686055,1.0
2017-01-04 14:30:00,0.009283600198540354,1.0
2017-01-04 17:15:00,0.01008319968811211,1.0
2017-01-04 17:30:00,-0.012556030070942081,-1.0
2017-01-04 17:55:00,-0.013984168865435409,-1.0
2017-01-04 19:20:00,0.010008027829810029,1.0
2017-01-04 19:55:00,0.008420622076790396,1.0
2017-01-04 20:35:00,-0.008978485515839352,-1.0
